school_year,district_id,district_name,school_id,school_short,student_group,ct,pct
2019,2180,Portland SD 1J,886,Sabin,lep,7,1.5
2019,2180,Portland SD 1J,886,Sabin,swd,54,11.9
2019,2180,Portland SD 1J,886,Sabin,historically_underserved,143,31.6
2019,2180,Portland SD 1J,886,Sabin,hispanic,39,8.6
2019,2180,Portland SD 1J,886,Sabin,black,71,15.7
2019,2180,Portland SD 1J,886,Sabin,multi,29,6.4
2019,2180,Portland SD 1J,887,Scott,all,459,100
2019,2180,Portland SD 1J,887,Scott,combined_underserved,353,76.9
2019,2180,Portland SD 1J,887,Scott,direct_cert,219,47.7
2019,2180,Portland SD 1J,887,Scott,lep,142,30.9
2019,2180,Portland SD 1J,887,Scott,swd,86,18.7
2019,2180,Portland SD 1J,887,Scott,historically_underserved,304,66.2
2019,2180,Portland SD 1J,887,Scott,hispanic,190,41.4
2019,2180,Portland SD 1J,887,Scott,black,72,15.7
2019,2180,Portland SD 1J,887,Scott,multi,27,5.9
2019,2180,Portland SD 1J,889,Sitton,all,367,100
2019,2180,Portland SD 1J,889,Sitton,combined_underserved,313,85.3
2019,2180,Portland SD 1J,889,Sitton,direct_cert,196,53.4
2019,2180,Portland SD 1J,889,Sitton,lep,86,23.4
2019,2180,Portland SD 1J,889,Sitton,swd,71,19.3
2019,2180,Portland SD 1J,889,Sitton,historically_underserved,259,70.6
2019,2180,Portland SD 1J,889,Sitton,hispanic,154,42
2019,2180,Portland SD 1J,889,Sitton,black,45,12.3
2019,2180,Portland SD 1J,889,Sitton,multi,44,12
2019,2180,Portland SD 1J,890,Skyline,all,274,100
2019,2180,Portland SD 1J,890,Skyline,combined_underserved,85,31
2019,2180,Portland SD 1J,890,Skyline,direct_cert,16,5.8
2019,2180,Portland SD 1J,890,Skyline,lep,NA,NA
2019,2180,Portland SD 1J,890,Skyline,swd,36,13.1
2019,2180,Portland SD 1J,890,Skyline,historically_underserved,47,17.2
2019,2180,Portland SD 1J,890,Skyline,hispanic,30,10.9
